Date,EBAY,NVDA,YHOO
6/13/2016,23.889999,46.790001,36.470001
6/14/2016,23.879999,46.880001,37.400002
6/15/2016,23.959999,47.360001,37.32
6/16/2016,23.85,47.549999,37.389999
6/17/2016,23.790001,46.720001,36.939999
6/20/2016,24.57,47.560001,37.290001
6/21/2016,24.700001,47.27,37.400002
6/22/2016,24.34,47.23,37.360001
6/23/2016,24.85,48.490002,37.779999
6/24/2016,23.129999,45.73,36.240002
6/27/2016,22.719999,45.240002,35.220001
6/28/2016,22.99,45.900002,36.040001
6/29/2016,23.309999,46.650002,36.860001
6/30/2016,23.41,47.009998,37.560001
7/1/2016,23.780001,46.66,37.990002
7/5/2016,23.76,47.349998,37.5
7/6/2016,23.83,47.650002,37.509998
7/7/2016,23.93,48.889999,37.52
7/8/2016,24.610001,50.849998,37.740002
7/11/2016,24.860001,52.02,37.959999
7/12/2016,25.129999,52.799999,37.889999
7/13/2016,25.120001,52.779999,37.639999
7/14/2016,26.08,53.32,37.959999
7/15/2016,26.34,52.700001,37.720001
7/18/2016,26.49,52.970001,37.950001
7/19/2016,26.5,53.52,38.169998
7/20/2016,26.99,54.220001,38.900002
7/21/2016,29.93,53.220001,38.849998
7/22/2016,30.49,54.669998,39.380001
7/25/2016,30.68,55.68,38.32
7/26/2016,31.4,56.630001,38.759998
7/27/2016,31.309999,56.060001,38.66
7/28/2016,31.17,56.18,38.52
7/29/2016,31.16,57.099998,38.189999
8/1/2016,31.25,56.73,38.799999
8/2/2016,30.790001,56.040001,38.57
8/3/2016,30.950001,56.189999,38.389999
8/4/2016,31.059999,57.23,38.919998
8/5/2016,31.389999,58.200001,38.990002
8/8/2016,31.15,58.740002,39.240002
8/9/2016,31.110001,58.889999,39.240002
8/10/2016,31.120001,58.509998,39.93
8/11/2016,31.200001,59.700001,41.27
8/12/2016,30.889999,63.040001,42.939999
8/15/2016,31.049999,62.98,42.669998
8/16/2016,30.83,62.599998,42.490002
8/17/2016,30.610001,61.150002,42.700001
8/18/2016,30.52,62.099998,42.900002
8/19/2016,30.629999,62.259998,43.02
8/22/2016,30.620001,62.52,42.52
8/23/2016,30.67,62.91,42.599998
8/24/2016,31.25,61.939999,41.91
8/25/2016,31.34,61.529999,42.029999
8/26/2016,31.309999,62.029999,42.27
8/29/2016,31.4,61.990002,42.259998
8/30/2016,31.77,61.630001,42.580002
8/31/2016,32.16,61.34,42.75
9/1/2016,32.130001,63.150002,42.93
9/2/2016,32.279999,62.529999,43.279999
9/6/2016,32.41,63.119999,44.709999
9/7/2016,32.509998,62.189999,44.349998
9/8/2016,32.700001,62.639999,44.360001
9/9/2016,31.889999,59.52,42.919998
9/12/2016,32.490002,60.75,43.459999
9/13/2016,31.91,59.869999,43.040001
9/14/2016,31.799999,60.400002,43.459999
9/15/2016,31.98,62.689999,43.990002
9/16/2016,31.77,62.84,43.669998
9/19/2016,31.57,63.669998,43.189999
9/20/2016,31.360001,63.09,42.790001
9/21/2016,31.969999,64.860001,44.139999
9/22/2016,32.279999,65.019997,44.150002
9/23/2016,32.07,64.949997,42.799999
9/26/2016,31.67,64.339996,42.290001
9/27/2016,31.940001,66.540001,43.369999
9/28/2016,31.85,66.779999,43.689999
9/29/2016,32.299999,67.400002,42.57
9/30/2016,32.900002,68.519997,43.099998
10/3/2016,32.549999,68.449997,43.130001
10/4/2016,32.560001,68.300003,43.18
10/5/2016,32.150002,68.230003,43.709999
10/6/2016,32.130001,67.339996,43.68
10/7/2016,31.620001,66.849998,43.220001
10/10/2016,31.950001,67.099998,43.919998
10/11/2016,31.459999,66.129997,42.68
10/12/2016,31.5,66.43,42.360001
10/13/2016,31.51,65.349998,41.619999
10/14/2016,31.889999,65.989998,41.439999
10/17/2016,31.809999,65.610001,41.790001
10/18/2016,31.639999,66.610001,41.68
10/19/2016,32.52,66.470001,42.73
10/20/2016,29.02,67.730003,42.380001
10/21/2016,29.059999,67.540001,42.169998
10/24/2016,29.219999,70.709999,42.59
10/25/2016,29.049999,71.870003,42.549999
10/26/2016,28.82,72.160004,42.080002
10/27/2016,28.809999,70.68,41.869999
10/28/2016,28.6,70.559998,41.779999
10/31/2016,28.51,71.160004,41.549999
11/1/2016,28.379999,69.050003,41.330002
11/2/2016,28.26,68.760002,40.68
11/3/2016,28.059999,67.959999,40.23
11/4/2016,27.950001,67.57,40.279999
11/7/2016,28.24,71.269997,41.049999
11/8/2016,28.030001,71.160004,41.16
11/9/2016,28.290001,69.959999,41.209999
11/10/2016,28.16,67.769997,40.16
11/11/2016,28.639999,87.970001,40.419998
11/14/2016,27.889999,83.639999,39.299999
11/15/2016,28.49,86.190002,40.209999
11/16/2016,28.33,91.629997,40.98
11/17/2016,28.870001,92.389999,41.450001
11/18/2016,28.690001,93.360001,41.189999
11/21/2016,29,92.980003,41.110001
11/22/2016,29.059999,93.650002,41.009998
11/23/2016,28.9,93.970001,40.959999
11/25/2016,28.950001,94.160004,40.869999
11/28/2016,28.57,94.110001,41.450001
11/29/2016,28.51,93.25,41.599998
11/30/2016,27.809999,92.199997,41.02
12/1/2016,27.389999,87.639999,39.630001
12/2/2016,28.42,88.449997,40.07
12/5/2016,28.35,91.879997,40.200001
12/6/2016,28.209999,93.389999,39.970001
12/7/2016,28.91,95.07,40.52
12/8/2016,29.42,93.480003,41.41
12/9/2016,29.969999,91.82,41.759998
12/12/2016,30.209999,89.589996,41.299999
12/13/2016,29.82,91.169998,41.470001
12/14/2016,29.82,96.449997,40.91
12/15/2016,29.73,98.709999,38.41
12/16/2016,29.610001,100.410004,38.610001
12/19/2016,29.379999,101.629997,38.419998
12/20/2016,29.26,105.169998,39.16
12/21/2016,29.360001,105.830002,39.150002
12/22/2016,29.540001,107.110001,38.5
12/23/2016,29.790001,109.779999,38.66
12/27/2016,30.24,117.32,38.919998
12/28/2016,30.01,109.25,38.73
12/29/2016,29.98,111.43,38.639999
12/30/2016,29.690001,106.739998,38.669998
