Date,EBAY,NVDA,YHOO,AAPL
7/14/2014,51.159998,19.290001,35.700001,96.449997
7/15/2014,50.819999,19.370001,35.610001,95.32
7/16/2014,50.7,19.35,33.790001,94.779999
7/17/2014,51.029997,19.299999,33.209999,93.089996
7/18/2014,51.479997,18.440001,33.330002,94.43
7/21/2014,51.700001,18.549999,33.279999,93.940002
7/22/2014,52.049996,18.469999,33.599998,94.720001
7/23/2014,52.659998,18.08,34.709999,97.190002
7/24/2014,53.229997,18.110001,36.169998,97.029999
7/25/2014,52.749996,17.790001,36.119999,97.669998
7/28/2014,52.929997,17.719999,35.900002,99.019997
7/29/2014,53.209998,17.780001,35.68,98.379997
7/30/2014,53.229997,18.08,36.599998,98.150002
7/31/2014,52.830002,17.5,35.810001,95.599998
8/1/2014,52.529997,17.690001,35.619999,96.129997
8/4/2014,53.059998,17.65,36.529999,95.589996
8/5/2014,53.259998,17.66,35.700001,95.120003
8/6/2014,53.459998,17.639999,35.790001,94.959999
8/7/2014,53.559998,17.459999,35.66,94.480003
8/8/2014,54.089999,19,35.91,94.739998
8/11/2014,53.879998,18.9,35.790001,95.989998
8/12/2014,53.429997,18.9,35.52,95.970001
8/13/2014,52.939999,19.01,36.189999,97.239998
8/14/2014,52.929997,18.799999,36.360001,97.5
8/15/2014,52.639999,19.040001,36.470001,97.980003
8/18/2014,53.109998,19.299999,37.380001,99.160004
8/19/2014,53.749997,19.370001,37.830002,100.529999
8/20/2014,53.400001,19.25,37.5,100.57
8/21/2014,55.89,19.07,37.639999,100.580002
8/22/2014,55.499997,19.08,38.009998,101.32
8/25/2014,55.49,19.110001,37.709999,101.540001
8/26/2014,56.249997,19.450001,37.790001,100.889999
8/27/2014,55.919996,19.23,38.18,102.129997
8/28/2014,55.429998,19.389999,38.310001,102.25
8/29/2014,55.499997,19.450001,38.509998,102.5
9/2/2014,54.879998,19.5,39.27,103.300003
9/3/2014,54.549997,19.68,38.869999,98.940002
9/4/2014,54.439995,20.030001,39.189999,98.120003
9/5/2014,53.900001,19.969999,39.59,98.970001
9/8/2014,54.229998,19.790001,41.810001,98.360001
9/9/2014,52.729997,19.540001,40.779999,97.989998
9/10/2014,51.099996,19.610001,41.139999,101
9/11/2014,50.679997,19.41,41.259998,101.43
9/12/2014,52.189999,19.120001,42.880001,101.660004
9/15/2014,50.959998,18.860001,42.549999,101.629997
9/16/2014,51.609998,19.139999,42.709999,100.860001
9/17/2014,51.950001,19.15,42.59,101.580002
9/18/2014,52.700001,19.440001,42.09,101.790001
9/19/2014,52.400001,19.08,40.93,100.959999
9/22/2014,52.47,18.889999,38.650002,101.059998
9/23/2014,52.739999,18.809999,39.049999,102.639999
9/24/2014,52.929997,18.92,39.880001,101.75
9/25/2014,52.150001,18.51,38.950001,97.870003
9/26/2014,52.929997,18.549999,40.66,100.75
9/29/2014,52.659998,18.52,40.52,100.110001
9/30/2014,56.629998,18.450001,40.75,100.75
10/1/2014,55.459999,18.27,40.32,99.18
10/2/2014,54.859999,18.190001,40.5,99.900002
10/3/2014,54.439995,18.23,41.029999,99.620003
10/6/2014,53.549997,18.120001,41.52,99.620003
10/7/2014,52.97,17.93,40.93,98.75
10/8/2014,54.509999,18.26,41.080002,100.800003
10/9/2014,52.859998,17.91,41.099998,101.019997
10/10/2014,51.859998,16.85,39.599998,100.730003
10/13/2014,50.459998,16.790001,38.380001,99.809998
10/14/2014,50.589998,17.18,37.970001,98.75
10/15/2014,50.239998,17.440001,37.82,97.540001
10/16/2014,47.88,17.450001,38.119999,96.260002
10/17/2014,47.95,17.42,38.450001,97.669998
10/20/2014,49.2,17.57,39.279999,99.760002
10/21/2014,50.859998,18.32,40.18,102.470001
10/22/2014,50.130001,17.889999,42,102.989998
10/23/2014,50.789999,18.290001,42.599998,104.830002
10/24/2014,51.12,18.48,43.5,105.220001
10/27/2014,51.189999,18.49,44.700001,105.110001
10/28/2014,51.2,18.93,45.869999,106.739998
10/29/2014,51.330001,18.809999,45.43,107.339996
10/30/2014,51.549996,18.690001,45.630001,106.980003
10/31/2014,52.499996,19.540001,46.049999,108
11/3/2014,52.700001,19.870001,46.34,109.400002
11/4/2014,53.27,20.129999,47.080002,108.599998
11/5/2014,53.589999,20.129999,47.459999,108.860001
11/6/2014,53.259998,20.219999,47.93,108.699997
11/7/2014,53.52,19.790001,48.549999,109.010002
11/10/2014,53.889999,20.02,49.41,108.830002
11/11/2014,54.189995,19.780001,49.049999,109.699997
11/12/2014,54.059999,19.65,50.599998,111.25
11/13/2014,54.369996,19.549999,50.5,112.82
11/14/2014,54.359999,19.790001,51.75,114.18
11/17/2014,54.830002,19.700001,52.369999,113.989998
11/18/2014,55.379998,20.17,51.75,115.470001
11/19/2014,54.939995,20.01,50.580002,114.669998
11/20/2014,54.54,20.34,51.25,116.309998
11/21/2014,54.419996,20.450001,51.040001,116.470001
11/24/2014,54.39,20.58,51.830002,118.629997
11/25/2014,54.400001,20.57,51.720001,117.599998
11/26/2014,54.569996,20.92,51.93,119
11/28/2014,54.879998,20.969999,51.740002,118.93
12/1/2014,54.869996,20.58,50.099998,115.07
12/2/2014,55.020001,20.610001,50.669998,114.629997
12/3/2014,54.809999,21.139999,50.279999,115.93
12/4/2014,54.669996,20.950001,50.41,115.489998
12/5/2014,54.809999,21.07,50.990002,115
12/8/2014,55.150002,20.799999,49.619999,112.400002
12/9/2014,55.400002,20.73,50.509998,114.120003
12/10/2014,55.270001,20.27,49.209999,111.949997
12/11/2014,56.79,20.26,49.939999,111.620003
12/12/2014,55.770001,19.629999,50.240002,109.730003
12/15/2014,55.439995,19.57,49.82,108.230003
12/16/2014,55.939995,19.35,48.849998,106.75
12/17/2014,56.409999,20.139999,50.119999,109.410004
12/18/2014,57.529999,20.219999,50.91,112.650002
12/19/2014,57.139996,20.42,50.880001,111.779999
12/22/2014,57.329999,20.780001,51.150002,112.940002
12/23/2014,57.229998,20.65,50.02,112.540001
12/24/2014,57.099998,20.57,50.650002,112.010002
12/26/2014,57.04,20.59,50.860001,113.989998
12/29/2014,57.029998,20.559999,50.529999,113.910004
12/30/2014,57.220001,20.370001,51.220001,112.519997
12/31/2014,56.119996,20.049999,50.509998,110.379997
1/2/2015,56.209999,20.129999,50.169998,109.330002
1/5/2015,55.74,19.790001,49.130001,106.25
1/6/2015,55.019996,19.190001,49.209999,106.260002
1/7/2015,54.929998,19.139999,48.59,107.75
1/8/2015,56.409999,19.860001,50.23,111.889999
1/9/2015,55.629998,19.940001,49.720001,112.010002
1/12/2015,55.199997,19.690001,48.799999,109.25
1/13/2015,55.129998,19.66,48.299999,110.220001
1/14/2015,54.029998,19.74,47.509998,109.800003
1/15/2015,53.02,19.6,46.23,106.82
1/16/2015,53.659998,19.959999,46.470001,105.989998
1/20/2015,53.679998,20.02,47.630001,108.720001
1/21/2015,53.379997,20.299999,48.18,109.550003
1/22/2015,57.149998,20.65,48.889999,112.400002
1/23/2015,56.759999,20.709999,48.950001,112.980003
1/26/2015,56.059999,20.620001,49.439999,113.099998
1/27/2015,54.69,19.629999,47.990002,109.139999
1/28/2015,53.839999,19.309999,46.459999,115.309998
1/29/2015,53.959999,19.780001,43.73,118.900002
1/30/2015,52.999996,19.200001,43.990002,117.160004
