movie_id,genre
47534,Action
47816,Action
47933,Action
47964,Action
48138,Action
48340,Action
48572,Action
48620,Action
49010,Action
49017,Action
49021,Action
49026,Action
49040,Action
49049,Action
49051,Action
49478,Action
49521,Action
49524,Action
49526,Action
49527,Action
49529,Action
49530,Action
49538,Action
49852,Action
50456,Action
51497,Action
51955,Action
51995,Action
52015,Action
52451,Action
52520,Action
53182,Action
53502,Action
54054,Action
54138,Action
56288,Action
56292,Action
56491,Action
56930,Action
57201,Action
58233,Action
58574,Action
58626,Action
59108,Action
59440,Action
59678,Action
59859,Action
59917,Action
59961,Action
59962,Action
59965,Action
59967,Action
60304,Action
61791,Action
62177,Action
62206,Action
62255,Action
62630,Action
62835,Action
63006,Action
64686,Action
64688,Action
64690,Action
65448,Action
66607,Action
67373,Action
67913,Action
68721,Action
68724,Action
68726,Action
68735,Action
68818,Action
69382,Action
69848,Action
70006,Action
70074,Action
70435,Action
70829,Action
71469,Action
71676,Action
71679,Action
72190,Action
72331,Action
72387,Action
72431,Action
72545,Action
72559,Action
72710,Action
75174,Action
75612,Action
75674,Action
76163,Action
76170,Action
76338,Action
76341,Action
76349,Action
76640,Action
76649,Action
76757,Action
77156,Action
77866,Action
77948,Action
79698,Action
80274,Action
81005,Action
81390,Action
81796,Action
82675,Action
82682,Action
82700,Action
82702,Action
87101,Action
87421,Action
87827,Action
88751,Action
91314,Action
94329,Action
94348,Action
96721,Action
97020,Action
97430,Action
98549,Action
98566,Action
99861,Action
100402,Action
101299,Action
102362,Action
102382,Action
102651,Action
102899,Action
106747,Action
107846,Action
107985,Action
109414,Action
109424,Action
109513,Action
110415,Action
112456,Action
116613,Action
116977,Action
117251,Action
117263,Action
118340,Action
118957,Action
119283,Action
119450,Action
122917,Action
123553,Action
127493,Action
127585,Action
131634,Action
134374,Action
135397,Action
136400,Action
136795,Action
136797,Action
137094,Action
137113,Action
138103,Action
140300,Action
142061,Action
144336,Action
146198,Action
146216,Action
146227,Action
146631,Action
147441,Action
147767,Action
152747,Action
152760,Action
156022,Action
157350,Action
166424,Action
168259,Action
168530,Action
168705,Action
171424,Action
173931,Action
174751,Action
177572,Action
177677,Action
182873,Action
184315,Action
187017,Action
188207,Action
188927,Action
190859,Action
192102,Action
192141,Action
192210,Action
193756,Action
198184,Action
198663,Action
203801,Action
204082,Action
205126,Action
205775,Action
206213,Action
206647,Action
208869,Action
209112,Action
216282,Action
218043,Action
224569,Action
225574,Action
228150,Action
228967,Action
240832,Action
241254,Action
241554,Action
242166,Action
244114,Action
244316,Action
244339,Action
250066,Action
252360,Action
253450,Action
253626,Action
254128,Action
254473,Action
254904,Action
256040,Action
256092,Action
256687,Action
256740,Action
256961,Action
257088,Action
257344,Action
258489,Action
260346,Action
266396,Action
267860,Action
268920,Action
270554,Action
270938,Action
271110,Action
273481,Action
274854,Action
285923,Action
287948,Action
290555,Action
290595,Action
290864,Action
291805,Action
293660,Action
294254,Action
295914,Action
297761,Action
299552,Action
300168,Action
300671,Action
300673,Action
302156,Action
302699,Action
307081,Action
308529,Action
308531,Action
312113,Action
315011,Action
316152,Action
316727,Action
317930,Action
322194,Action
323271,Action
323675,Action
323677,Action
324668,Action
325173,Action
326284,Action
327833,Action
329540,Action
332411,Action
333355,Action
335778,Action
336004,Action
342521,Action
347755,Action
352978,Action
354624,Action
356483,Action
356841,Action
361159,Action
365222,Action
367551,Action
370464,Action
375290,Action
378237,Action
380733,Action
381902,Action
385383,Action
389425,Action
407887,Action
417859,Action
